About apt.,-177.531,-192.807,Safe Email
job : slav,-843.711,-963.879,Safe Email
realize th,-1014.85,-959.322,Phishing Email
especially,-235.342,-229.692,Phishing Email
URL: http:,-29.2241,-30.9497,Safe Email
review of ,-15470.3,-16962.3,Safe Email
sap - time,-456.125,-476.228,Safe Email
your email,-3035.39,-2931.49,Phishing Email
localized ,-665.365,-616.699,Phishing Email
new book :,-1850.02,-2183.19,Safe Email
new offrr ,-441.562,-415.412,Phishing Email
re : 6 . 1,-914.461,-963.113,Safe Email
site licen,-2288.38,-2761.67,Safe Email
secure are,-135.987,-147.264,Safe Email
speaking o,-842.575,-885.757,Safe Email
quick , ea,-194.408,-172.827,Phishing Email
On Wed, 11,-708.874,-723.952,Safe Email
URL: http:,-1059.66,-1070.79,Safe Email
est-ce que,-13631,-14589.5,Safe Email
cfp : lite,-1382.09,-1598.24,Safe Email
Attention ,-692.333,-644,Phishing Email
looking fo,-482.223,-509.279,Phishing Email
confidence,-932.072,-947.686,Phishing Email
> >-- be c,-295.303,-289.317,Safe Email
e l e c t ,-2297.27,-2437.63,Phishing Email
call : csd,-3909.13,-4564.87,Safe Email
cl school ,-4746.68,-5353.16,Safe Email
fw : liqui,-347.8,-382.582,Safe Email
we have $ ,-486.877,-477.475,Phishing Email
I didn't s,-1893.89,-1993.3,Safe Email
Once upon ,-713.115,-756.588,Safe Email
? ? ? ? ? ,-512.9,-515.192,Phishing Email
very impor,-2913.78,-2903.12,Phishing Email
aiml ' 98 ,-3775.03,-4227.85,Safe Email
On Fri, Ju,-115.053,-114.642,Safe Email
multimedia,-7612.77,-8413.18,Safe Email
competitiv,-1671.62,-1786.69,Safe Email
Just to pu,-266.335,-270.051,Safe Email
I seem to ,-1678.89,-1763.15,Safe Email
webmining ,-75.4954,-83.2101,Phishing Email
On Tue, 24,-332.262,-339.487,Safe Email
re : summa,-1043.88,-1278.73,Safe Email
    Date: ,-865.34,-886.682,Safe Email
fyi . mess,-2191.6,-2378.97,Safe Email
humberto@h,-309.154,-323.247,Safe Email
new books ,-871.504,-1008.35,Safe Email
CAN-2002-0,-282.222,-281.234,Safe Email
URL: http:,-1599.76,-1652.34,Safe Email
[ adv ] me,-3147.3,-3156.27,Phishing Email
only 5 day,-556.337,-544.331,Phishing Email
fw : heavy,-621.267,-725.587,Safe Email
bulk maili,-665.018,-642.761,Phishing Email
empty,-7.05286,-6.63094,Safe Email
would you ,-251.25,-242.477,Phishing Email
power and ,-790.412,-848.926,Safe Email
safety bul,-4662.93,-4752.19,Safe Email
make $ 314,-693.923,-690.988,Phishing Email
discount r,-1721.16,-1845.99,Safe Email
legal advi,-2978.42,-2954.77,Phishing Email
january no,-1412.07,-1638.93,Safe Email
schedule c,-994.083,-1273.33,Safe Email
Creamfield,-995.131,-981.894,Phishing Email
antipassiv,-4408.77,-4798.54,Safe Email
are you re,-500.732,-454.732,Phishing Email
Tremendous,-469.757,-436.022,Phishing Email
> Ultimate,-737.66,-746.904,Safe Email
top qualit,-426.944,-385.953,Phishing Email
Thanks for,-1096.76,-1138.09,Safe Email
Every once,-878.466,-934.277,Safe Email
save 70 pe,-2683.17,-2497.09,Phishing Email
On Sun, 21,-4552.92,-4718.45,Safe Email
fw : donni,-976.544,-997.259,Safe Email
re : bilia,-1605.29,-1814.54,Safe Email
office xp ,-236.398,-246.285,Phishing Email
On Mon, Au,-539.838,-537.659,Safe Email
start date,-183.982,-252.539,Safe Email
viicodin o,-282.501,-253.531,Phishing Email
welcome to,-2734.32,-2717.44,Phishing Email
cuba in no,-2741.82,-2926.49,Safe Email
mail deliv,-1533.38,-1481.92,Phishing Email
tenaska iv,-167.828,-185.558,Safe Email
half pr ! ,-867.517,-837.287,Phishing Email
enron / hp,-62.8036,-112.023,Safe Email
greatly im,-1236.75,-1234.32,Phishing Email
equity adj,-248.615,-272.055,Safe Email
easy shopp,-42.3961,-39.8052,Phishing Email
moving fro,-539.336,-518.639,Phishing Email
Well, I tr,-1043.62,-1058.63,Safe Email
enron / hp,-67.9316,-112.497,Safe Email
if (window,-592.329,-595.896,Phishing Email
re : speak,-1912.64,-2263.97,Safe Email
a smart mo,-487.266,-481.2,Phishing Email
home deliv,-384.66,-354.702,Phishing Email
There is a,-517.595,-513.268,Phishing Email
$ 250 toys,-71.7367,-70.6884,Phishing Email
Today's He,-1689.09,-1748.04,Safe Email
    DanQ> ,-1233.4,-1248.73,Safe Email
Wind up yo,-32.0964,-29.2383,Phishing Email
somebody. ,-1829.36,-1853.46,Safe Email
FROM: DR. ,-3897.55,-3825.2,Phishing Email
new book :,-3096.21,-3447.6,Safe Email
fw : calif,-755.836,-944.289,Safe Email
on becomin,-1351.67,-1476.22,Safe Email
-----BEGIN,-850.893,-882.344,Safe Email
pro opticu,-1066.63,-1255.86,Safe Email
texmex obl,-510.311,-549.167,Safe Email
Digital Di,-4370.23,-4421.25,Safe Email
CNET Shopp,-1853.79,-1890.18,Safe Email
reply soon,-4941.22,-4811.28,Phishing Email
topbody{sc,-520.578,-541.25,Phishing Email
human sens,-633.771,-701.843,Safe Email
beat the m,-11295.5,-10785,Phishing Email
latest mar,-1419.65,-1494.84,Safe Email
> the numb,-263.623,-274.474,Safe Email
your accou,-1081.56,-1046.37,Phishing Email
ravi thura,-322.952,-348.271,Safe Email
Lucas Gonz,-744.715,-750.138,Safe Email
etc - even,-144.089,-147.572,Safe Email
re : eim r,-2773.89,-3082.34,Safe Email
market to ,-2088.8,-2014.93,Phishing Email
On Thu, 1 ,-663.901,-686.619,Safe Email
electric m,-886.663,-879.641,Phishing Email
i think yo,-277.984,-280.982,Phishing Email
we ' ve cr,-342.522,-343.906,Phishing Email
buy regali,-778.026,-721.537,Phishing Email
fw : amend,-1942.21,-2305.68,Safe Email
start date,-183.982,-252.539,Safe Email
regarding ,-4855.42,-4781.78,Phishing Email
As seen on,-478.464,-449.786,Phishing Email
open enrol,-2706.22,-2766.47,Safe Email
re : opm h,-3976.29,-5251.18,Safe Email
 Ã¿FFFFA,-159.189,-153.526,Phishing Email
Sorry, gan,-348.733,-331.268,Safe Email
new love t,-435.337,-390.271,Phishing Email
empty,-7.05286,-6.63094,Phishing Email
fw : [ 6 ],-790.22,-768.377,Phishing Email
from : cal,-2542.41,-2504.34,Phishing Email
vitro bria,-578.138,-609.075,Safe Email
conf : alt,-7630.45,-8754.91,Safe Email
syntax mar,-2335.27,-2707.41,Safe Email
conformati,-922.715,-897.878,Phishing Email
lbally do ,-340.98,-332.464,Phishing Email
save money,-247.633,-256.214,Phishing Email
Forwarded-,-1266.06,-1305.3,Safe Email
re : marke,-400.709,-384.435,Phishing Email
eskimo sno,-1564.68,-1730.16,Safe Email
--- Martin,-699.76,-712.125,Safe Email
urgent ass,-3176.59,-3100.02,Phishing Email
i await yo,-5121.33,-5026.09,Phishing Email
re : a / a,-3527.31,-4042.87,Safe Email
help wante,-1002.89,-962.861,Phishing Email
you have r,-1084.29,-1071.89,Phishing Email
learn tech,-334.239,-365.596,Safe Email
re : phili,-1911.39,-2118.77,Safe Email
o . rde _ ,-474.979,-413.209,Phishing Email
URL: http:,0,0,Safe Email
confidenti,-1987.32,-2082.5,Safe Email
Depends on,-1238.19,-1278.18,Safe Email
fw : weste,-11095.4,-12133.6,Safe Email
cilco path,-870.102,-981.524,Safe Email
re : follo,-1391.71,-1611.61,Safe Email
re : chapt,-1232.44,-1322.55,Safe Email
featured s,-5448.76,-5255.17,Phishing Email
transcript,-4154.2,-4860.5,Safe Email
empty,-7.05286,-6.63094,Phishing Email
extra holi,-18118.5,-17785,Phishing Email
re : indus,-1836.18,-2263.72,Safe Email
Adam L. Be,-3527.88,-3579.33,Safe Email
( nasdaq ),-549.338,-511.25,Phishing Email
canadian g,-1638.09,-1561.89,Phishing Email
if we meet,-1012.14,-1002.31,Phishing Email
Doctors On,-941.196,-886.495,Phishing Email
woww . . 8,-274.345,-260.598,Phishing Email
----- Orig,-151.107,-148.631,Safe Email
ppi index ,-1119.86,-1384.77,Safe Email
http://www,-37.8991,-37.847,Safe Email
cimca ' 99,-5252.92,-6039.96,Safe Email
foreign la,-2463.23,-2657.71,Safe Email
hey ! v am,-5356.02,-5174.54,Phishing Email
re : barne,-6558.67,-6506.27,Phishing Email
january 25,-96.1305,-122.745,Safe Email
Hiya, I ju,-280.162,-297.385,Safe Email
fwd : cali,-2951.64,-3282.33,Safe Email
convergenc,-3293.17,-3713.65,Safe Email
localized ,-650.083,-604.441,Phishing Email
On Tue, 13,-344.344,-349.689,Safe Email
clear bene,-1535.15,-1454.58,Phishing Email
rea could ,-650.098,-687.813,Safe Email
books on s,-2581.12,-2931.17,Safe Email
perfect lo,-725.119,-650.88,Phishing Email
As seen on,-478.464,-449.786,Phishing Email
god has do,-2613.75,-2504.07,Phishing Email
update on ,-7297.51,-7656.99,Safe Email
Fortunes a,-662,-641.448,Phishing Email
Leonard R.,-485.19,-489.387,Safe Email
On Monday,,-159.565,-154.522,Safe Email
iraq ' s a,-2435.77,-2650.61,Safe Email
continenta,-612.622,-657.549,Safe Email
you need t,-370.468,-340.955,Phishing Email
you have s,-1806.15,-1749.03,Phishing Email
Gays, gay ,-2948.21,-3011.49,Safe Email
searching ,-1034.44,-1107.91,Safe Email
your $ 750,-387.676,-363.516,Phishing Email
gls 1995 i,-803.219,-918.356,Safe Email
claim mone,-302.312,-272.524,Phishing Email
Mr. FoRK:>,-289.427,-286.488,Safe Email
URL: http:,-95.9368,-96.2432,Safe Email
haven ' t ,-2139.04,-2126.99,Phishing Email
>         ,-1832.87,-1868.77,Safe Email
associate ,-1398.06,-1548.47,Safe Email
James Roge,-1011.46,-1060.31,Safe Email
re : meet ,-1426.97,-1573.11,Safe Email
==========,-460.586,-427.082,Phishing Email
increase y,-688.274,-658.167,Phishing Email
the increa,-825.893,-875.116,Safe Email
ld ' 98 se,-2897.66,-3282.32,Safe Email
 We thank ,-1022.95,-985.761,Phishing Email
NT 4 you s,-1176.74,-1225.93,Safe Email
On Mon, 22,-633.057,-628.287,Safe Email
re : ubs n,-4095.1,-4519.61,Safe Email
qu otes to,-1320.48,-1365.88,Phishing Email
lexicograp,-2292.1,-2526.94,Safe Email
because sh,-362.161,-376.181,Phishing Email
more medzz,-441.792,-408.539,Phishing Email
euralex ' ,-440.234,-499.802,Safe Email
I have bee,-1985.98,-1923.02,Phishing Email
ok, so i w,-1151.74,-1194.94,Safe Email
excelleent,-687.567,-640.778,Phishing Email
re : bandw,-1958.61,-2986.67,Safe Email
who doesnt,-133.268,-121.069,Phishing Email
ferc ' s p,-6222.66,-6684.69,Safe Email
fw : s - a,-1166.51,-1060.47,Phishing Email
On 9/8/02 ,-1138.04,-1201.2,Safe Email
seasonal f,-1243.37,-1327.24,Safe Email
pick our c,-1688.48,-1648.18,Phishing Email
full versi,-3766.95,-3630.38,Phishing Email
resources ,-850.853,-925.754,Safe Email
fw : red r,-318.721,-380.6,Safe Email
pharmacy -,-1017.75,-920.465,Phishing Email
http://www,-337.366,-335.177,Safe Email
On a RH 8 ,-481.354,-511.412,Safe Email
i need you,-3274.21,-3246.79,Phishing Email
stops spam,-587.59,-573.208,Phishing Email
Download D,-2844.21,-2850.23,Safe Email
REGISTER D,-839.757,-829.613,Phishing Email
new www se,-562.334,-646.306,Safe Email
On 24 Jul ,-342.009,-353.787,Safe Email
re : key h,-1377.01,-1616.37,Safe Email
At 12:35 A,-383.471,-409.112,Safe Email
logic cour,-1722.48,-1914.07,Safe Email
ubs contra,-1073,-1140.12,Safe Email
Â Dear  ,-507.874,-480.202,Phishing Email
flag spam ,-1554.41,-1588.23,Safe Email
aim ? role,-274.399,-247.396,Phishing Email
fw : timel,-1461.36,-1660.43,Safe Email
hi paliour,-1986.81,-1551.42,Phishing Email
q : chess ,-834.51,-891.057,Safe Email
<<< SPECIA,-2981.58,-2937.4,Phishing Email
REQUEST FO,-4765.48,-4666.29,Phishing Email
URL: http:,-17.7956,-18.0089,Safe Email
now your w,-399.532,-383.529,Phishing Email
urgentt ra,-2001.06,-1962.57,Phishing Email
tree macro,-1022.02,-1135.5,Safe Email
I have a s,-659.575,-695.667,Safe Email
URL: http:,-247.241,-258.357,Safe Email
You could ,-106.562,-109.426,Safe Email
internatio,-7596.81,-8458.03,Safe Email
done nero ,-1054.3,-942.202,Phishing Email
begin forw,-1546.66,-1622.67,Safe Email
empty,-7.05286,-6.63094,Phishing Email
empty,-7.05286,-6.63094,Phishing Email
fw : csfb ,-5288.97,-5742.29,Safe Email
8th seals ,-6442.34,-7498.17,Safe Email
question f,-1058.41,-1130.59,Safe Email
re : 6 . 3,-683.058,-740.438,Safe Email
re [ 5 ] :,-159.249,-152.195,Phishing Email
A little t,-7332.79,-7708.3,Safe Email
revised co,-250.588,-326.268,Safe Email
==========,-1920.53,-1842.75,Phishing Email
Nick Hilli,-869.556,-905.422,Safe Email
thanks for,-1486.89,-1559.21,Safe Email
HiOn Wed, ,-820.438,-826.317,Safe Email
According ,-625.349,-649.175,Safe Email
qs : sylla,-365.734,-420.512,Safe Email
Here's cla,-405.285,-463.566,Safe Email
>     >> >,-576.362,-606.569,Safe Email
since i ne,-262.34,-294.252,Safe Email
impress yo,-1001.69,-946.75,Phishing Email
order from,-282.418,-252.704,Phishing Email
returned m,-304.051,-328.229,Phishing Email
trade coun,-117.506,-138.68,Safe Email
our rolexe,-1222.86,-1248.82,Phishing Email
congratula,-2618.7,-2520.03,Phishing Email
september ,-589.69,-730.485,Safe Email
request su,-361.174,-401.351,Safe Email
re : fuel ,-2425.73,-2993.41,Safe Email
gurt 1995 ,-11613.2,-13743,Safe Email
- - - - - ,-783.451,-891.326,Safe Email
Hi all,I'v,-2378.83,-2467.05,Safe Email
urgent upd,-476.583,-496.398,Phishing Email
Ah, THIS i,-76.8457,-80.7598,Safe Email
daily ft d,-636.367,-682.29,Safe Email
On Wed, 20,-2232.97,-2317.57,Safe Email
In message,-178.746,-184.303,Safe Email
there is a,-1624.65,-1603.99,Phishing Email
welcome to,-1131.05,-1194.92,Safe Email
cornhusker,-610.951,-710.922,Safe Email
polar bear,-358.274,-339.089,Phishing Email
hi . . lon,-189.637,-192.871,Phishing Email
has your c,-988.308,-933.923,Phishing Email
John P. Lo,-509.541,-532.468,Safe Email
accommodat,-244.936,-276.475,Safe Email
NEW - NEW ,-4387.65,-4310.83,Phishing Email
On Wed, 2 ,-901.601,-920.786,Safe Email
genetic cl,-6659.77,-7212.1,Safe Email
start date,-183.982,-252.539,Safe Email
free x - b,-27.5871,-25.9112,Phishing Email
adobe phot,-1126.31,-1009.1,Phishing Email
attention ,-5116.32,-5038.22,Phishing Email
empty,-7.05286,-6.63094,Phishing Email
history of,-559.077,-625.381,Safe Email
re : centr,-1389.42,-1740.54,Safe Email
use Perl D,-897.076,-911.862,Safe Email
fw : merit,-2117.03,-2289.77,Safe Email
need creat,-713.822,-650.19,Phishing Email
perfect lo,-721.166,-645.759,Phishing Email
shenandoah,-2828.8,-3292.2,Safe Email
re : final,-756.258,-886.588,Safe Email
breathtaki,-702.459,-649.489,Phishing Email
re : invit,-1645.57,-1775.67,Safe Email
2005 docto,-1718.5,-1688.73,Phishing Email
company pl,-437.925,-482.947,Safe Email
ourr new g,-487.334,-447.624,Phishing Email
re : real ,-2159.4,-2375.34,Safe Email
If your ho,-403.945,-395.644,Phishing Email
dear owner,-1506.95,-1521.82,Safe Email
hi paliour,-1949.88,-1509.05,Phishing Email
super viag,-364.662,-338.373,Phishing Email
nominal ex,-5444.85,-6090.31,Safe Email
i hope you,-1174.73,-1082.82,Phishing Email
free forei,-1422.87,-1389.74,Phishing Email
would $ 25,-727.878,-712.491,Phishing Email
buy cheap ,-397.015,-364.994,Phishing Email
karthik ra,-2176.2,-2570.42,Safe Email
localized ,-639.334,-600.18,Phishing Email
names brya,-148.957,-176.642,Safe Email
2000 year ,-808.486,-799.74,Phishing Email
supersavin,-1962.26,-1887.84,Phishing Email
re : enron,-2989.79,-3299.22,Safe Email
empty,-7.05286,-6.63094,Safe Email
no pres . ,-415.742,-361,Phishing Email
good news ,-1608.43,-1730.72,Safe Email
IGTTVol. 6,-6614.74,-6614.19,Phishing Email
use Perl D,-892.231,-918.752,Safe Email
meeting an,-2837.98,-2944.92,Safe Email
re : visua,-4036.49,-4403.27,Safe Email
fwd : [ di,-367.573,-377.894,Phishing Email
as a answe,-1129.11,-1176.17,Safe Email
telephone ,-1090.23,-1229.74,Safe Email
SpamAssass,-4156.3,-4205.28,Safe Email
contrastiv,-944.808,-1050.51,Safe Email
personnel ,-3402.13,-3528.77,Phishing Email
producer s,-526.371,-675.581,Safe Email
Protect yo,-508.709,-484.418,Phishing Email
the hottes,-63.6639,-62.8246,Phishing Email
http://www,-417.944,-425.276,Safe Email
fu ! ck my,-197.496,-193.237,Phishing Email
re : works,-500.867,-555.463,Safe Email
>>>>> TP =,-178.246,-190.444,Safe Email
empty,-7.05286,-6.63094,Phishing Email
swaps moni,-1324.55,-1415.19,Safe Email
*This mess,-930.189,-902.801,Phishing Email
superior p,-370.175,-330.613,Phishing Email
re : hello,-3996.01,-4556.52,Safe Email
fw : mike ,-291.807,-339.563,Safe Email
Low-Cost T,-423.898,-408.066,Phishing Email
lab equipm,-383.529,-409.49,Safe Email
affordable,-823.419,-784.169,Phishing Email
U N I V E ,-380.2,-365.915,Phishing Email
i know you,-1537.56,-1449.83,Phishing Email
    Guido>,-198.109,-196.825,Safe Email
empty,-7.05286,-6.63094,Safe Email
re : insea,-2426.68,-2667.63,Safe Email
best onlin,-304.873,-282.633,Phishing Email
yours sins,-3455.2,-3426.94,Phishing Email
pricing de,-1993.1,-2187.34,Safe Email
need : wor,-910.503,-957.416,Safe Email
2 nd rev m,-1146.34,-1513.07,Safe Email
bitbitch@m,-387.436,-393.304,Safe Email
I will be ,-654.348,-647.448,Safe Email
the best p,-1534.51,-1418.67,Phishing Email
fw : el pa,-390.082,-447.182,Safe Email
request su,-381.447,-425.432,Safe Email
Op 12-09-2,-1132.12,-1150.67,Safe Email
SoloCDM wr,-206.927,-209.361,Safe Email
el paso so,-6036.19,-6349.81,Safe Email
URL: http:,0,0,Safe Email
On Wednesd,-1113.16,-1150.26,Safe Email
Forwarded-,-1097.07,-1089.17,Safe Email
Anarchist ,-1122.97,-1159.67,Safe Email
adv - adob,-1687.63,-1637.07,Phishing Email
re : your ,-431.044,-421.268,Phishing Email
On Tue, 27,-441.758,-444.127,Safe Email
learn fast,-84.1892,-77.2722,Phishing Email
re : gas m,-4089.94,-6067.57,Safe Email
reduplicat,-2312.81,-2566.03,Safe Email
free steal,-8349.92,-8104.01,Phishing Email
act now - ,-1928.29,-1909.75,Phishing Email
don ' t wa,-750.676,-748.547,Phishing Email
re : our w,-1428.2,-1549.64,Safe Email
re : lost ,-1038.1,-1248.25,Safe Email
[ ilug ] p,-4832.9,-4764.2,Phishing Email
Harlan Fei,-633.715,-664.653,Safe Email
reply : sh,-64.731,-63.5984,Phishing Email
t hi , hel,-683.73,-735.508,Safe Email
communion ,-2556.19,-2514.3,Phishing Email
re : your ,-705.165,-750.978,Safe Email
re : 6 . 1,-329.073,-351.331,Safe Email
re : invit,-1734.5,-1831.53,Safe Email
do not hav,-274.3,-278.162,Phishing Email
settlement,-296.627,-304.945,Safe Email
re : no tr,-1952.51,-2068,Safe Email
    Do you,-180.882,-178.637,Phishing Email
start date,-732.275,-900.643,Safe Email
fw : candl,-2229.11,-2361.85,Safe Email
20 asian g,-445.076,-431.339,Phishing Email
best onlin,-311.68,-288.452,Phishing Email
accept cre,-2413.51,-2355.77,Phishing Email
congratula,-126.319,-133.594,Safe Email
Are you in,-785.979,-766.694,Phishing Email
confirmden,-4498.34,-4454.66,Phishing Email
Regarding:,-757.674,-799.224,Safe Email
revision #,-235.277,-365.336,Safe Email
On Mon, 9 ,-249.644,-252.146,Safe Email
= ? utf - ,-404.719,-379.445,Phishing Email
re : indus,-2779.49,-3354.09,Safe Email
organizati,-3667.46,-3965.27,Safe Email
earn 20 ti,-1508.12,-1506.34,Phishing Email
Jesse Keat,-526.428,-552.988,Safe Email
research s,-2123.46,-2370.76,Safe Email
energy ops,-500.51,-520.858,Safe Email
used Async,-807.752,-819.368,Safe Email
> Yes, I t,-396.691,-414.537,Safe Email
[Tim]>> I',-2283.61,-2365.38,Safe Email
re : big p,-1792.82,-2195.61,Safe Email
dispatch w,-2277,-2417.59,Safe Email
Kevin wrot,-954.948,-973.899,Safe Email
Â Â Â,-770.627,-733.064,Phishing Email
Whatcha ca,-592.589,-610.434,Safe Email
get money ,-6078.95,-5868.89,Phishing Email
re : enpow,-10556.2,-11433.3,Safe Email
Mother Nat,-158.17,-145.825,Phishing Email
A:link {  ,-2546.82,-2473.32,Phishing Email
for better,-856.593,-879.416,Phishing Email
how are yo,-3954.78,-3912.35,Phishing Email
hot penny ,-9871.44,-9202.08,Phishing Email
FAST ACTIN,-389.744,-373.836,Phishing Email
update - r,-2375.88,-2485.36,Safe Email
investigat,-4820.83,-4772.79,Phishing Email
>>>>> R ==,-347.965,-357.45,Safe Email
ucla labs ,-813.407,-796.332,Phishing Email
rotation o,-488.524,-531.961,Safe Email
call for b,-2468.41,-2630.63,Safe Email
I just pic,-327.69,-341.917,Safe Email
todd hall ,-925.62,-970.464,Safe Email
jill chatt,-374.913,-387.215,Safe Email
script not,-388.125,-388.505,Phishing Email
me of Chen,-1938.3,-1982.47,Safe Email
8th intern,-1497.91,-1683.89,Safe Email
----- Orig,-370.667,-375.252,Safe Email
At 1:16 AM,-566.943,-591.743,Safe Email
URL: http:,-49.2817,-53.066,Safe Email
cal berkel,-3872.01,-4096.62,Safe Email
Eugen Leit,-58.5738,-64.7139,Safe Email
winning on,-1174.14,-1211.04,Phishing Email
(Fax) to  ,-4249.49,-4172.55,Phishing Email
<GET HIGH.,-721.744,-686.888,Phishing Email
On Saturda,-1191.18,-1193.5,Safe Email
jobs : tes,-1134.93,-1245.86,Safe Email
Hi all,   ,-569.745,-580.36,Safe Email
you need a,-1633.34,-1608.68,Phishing Email
empty,-7.05286,-6.63094,Phishing Email
One of the,-7073.8,-7233.96,Safe Email
lose your ,-1046.05,-1028.54,Phishing Email
enron onsi,-1433.1,-1517.25,Safe Email
paris hilt,-321.087,-325.592,Phishing Email
On Tue, 20,-774.778,-814.537,Safe Email
new books ,-5241.35,-5868.83,Safe Email
question o,-3647.55,-3879.32,Safe Email
re : tuesd,-119.312,-127.812,Safe Email
informatio,-1194.56,-1170.22,Phishing Email
associate ,-1398.06,-1548.47,Safe Email
Hello I am,-478.267,-471.628,Phishing Email
The pay's ,-1448.94,-1461.81,Safe Email
On Fri, 20,-856.039,-887.673,Safe Email
astounding,-610.48,-619.537,Phishing Email
ees by cit,-204.725,-233.067,Safe Email
iso compli,-3407.4,-3732.1,Safe Email
URL: http:,-792.601,-814.302,Safe Email
Ashfield O,-960.511,-915.066,Safe Email
macintosh ,-2078.03,-2199.6,Safe Email
prc contin,-561.899,-611.781,Safe Email
is your ba,-1137.18,-1097.24,Phishing Email
ambllen , ,-1127.87,-1160.15,Phishing Email
fw : capit,-535.989,-601.454,Safe Email
URL: http:,-198.201,-197.315,Safe Email
re : pendi,-2438.31,-2827.74,Safe Email
job - - c ,-2411.68,-2649.25,Safe Email
Welcome to,-295.769,-286.599,Phishing Email
learning s,-1361.36,-1449.02,Safe Email
london vis,-442.908,-458.174,Safe Email
Ahhhh Dave,-474.126,-483.856,Safe Email
-----Origi,-1091.29,-1107.2,Safe Email
lst class ,-792.27,-760.283,Phishing Email
functional,-2506.07,-2896.69,Safe Email
utmost con,-3083.45,-3056.47,Phishing Email
sorry they,-4339.53,-4195.56,Phishing Email
govt & reg,-245.211,-272.602,Safe Email
On Fri, 20,-888.384,-903.225,Safe Email
re : entex,-3738.52,-4230.25,Safe Email
greater ho,-3296.47,-3614.07,Safe Email
-----BEGIN,-1343.66,-1375.33,Safe Email
@ jones : ,-5297.33,-5934.73,Safe Email
empty,-7.05286,-6.63094,Phishing Email
fwd : v ^ ,-829.227,-754.441,Phishing Email
aaas ' 96 ,-1856.41,-1961.46,Safe Email
Attention ,-818.706,-794.765,Phishing Email
cinergy cl,-535.814,-601.018,Safe Email
correction,-491.445,-576.974,Safe Email
meds and p,-1359.4,-1283.64,Phishing Email
akamai kev,-525.879,-557.803,Safe Email
the new po,-2703.88,-2745.1,Safe Email
Hello fork,-318.228,-340.147,Safe Email
network en,-1050.96,-1176.87,Safe Email
re : accou,-532.017,-528.414,Phishing Email
summary : ,-5381.94,-5676.27,Safe Email
Lance (lan,-575.312,-613.802,Safe Email
= ? utf - ,-234.309,-229.537,Phishing Email
would you ,-251.25,-242.477,Phishing Email
books on h,-1984.69,-2306.93,Safe Email
new books ,-3423.07,-3946.71,Safe Email
On Sun, Ju,-1184.26,-1195.42,Safe Email
query : no,-5100.5,-5440.98,Safe Email
fw : real ,-3444.98,-3610.11,Safe Email
confs : in,-3805.6,-4139.65,Safe Email
the microc,-7334.04,-7086.86,Phishing Email
> Wrong, [,-2271.12,-2352.22,Safe Email
profession,-705.157,-655.373,Phishing Email
fw : absen,-1661.79,-1883.28,Safe Email
xms - new ,-2142.01,-2173.23,Safe Email
barely of ,-104.742,-94.436,Phishing Email
job in jap,-2095.04,-2275.1,Safe Email
    Uh, gu,-177.286,-181.367,Safe Email
re : 80 ( ,-267.18,-250.764,Phishing Email
get your b,-7951.49,-7824,Phishing Email
mail deliv,-1441.26,-1407.27,Phishing Email
Congratula,-443.974,-422.976,Phishing Email
clickpaper,-2430.27,-2581.26,Safe Email
